pmw,zdk,10,10,30
polten,amst,57,57,0
polten,wbf,54,54,0
polten,wienh,48,48,0
pozn,konin,93,93,0
pozn,rzepin,145,145,0
praha,prahol,2,2,0
prahol,praha,2,2,0
prahol,usti,68,68,0
pt,eml,5,5,30
pt,nkk,7,7,30
pulh,kkerp,10,10,0
pulh,stomm,4,4,0
rai,asb,6,6,30
rai,asdz,0,0,30
rai,dvd,4,4,30
rat,hno,6,6,30
rat,nvd,14,14,30
rb,bgn,16,16,30
rb,kbd,3,3,30
rbb,karlsr,27,27,0
rbb,ro,39,39,0
rd,eem,7,7,30
rd,uhm,3,3,30
regenb,nurnb,89,89,0
regenb,pass,111,111,0
rf,baselb,51,51,0
rf,ro,54,54,0
rh,dr,6,6,30
rh,vp,4,4,30
rheine,bh,19,19,0
rheine,enhf,35,35,0
rheine,osnh,43,43,0
rhn,vndc,8,8,30
rl,ltv,13,13,30
rl,vd,10,10,30
rlb,bdpb,31,31,30
rlb,brd,4,4,30
rlb,ndkp,59,59,0
rlb,rtst,3,3,30
rm,ec,13,13,30
rm,sm,5,5,30
rm,wt,24,24,30
ro,rbb,39,39,0
ro,rf,54,54,0
romm,mcgb,25,25,0
romm,stomm,4,4,0
rosenh,kufst,30,30,0
rosenh,munchh,53,53,0
roskil,koben,34,34,0
roskil,odens,117,117,0
rs,hto,7,7,30
rs,ow,12,12,30
rsd,bgn,13,13,30
rsd,esn,9,9,0
rsd,etn,13,13,30
rsd,odb,7,7,30
rsd,rsdg,8,8,0
rsdg,rsd,8,8,0
rsn,hon,7,7,30
rsn,wdn,8,8,30
rsw,dt,5,5,30
rsw,gvmw,2,2,30
rta,cps,0,0,30
rta,rtn,5,5,30
rtb,rtd,0,0,30
rtb,rtz,4,4,30
rtd,hfd,42,42,30
rtd,rtb,0,0,30
rtd,rtn,5,5,30
rtd,sdm,4,4,30
rtn,rta,5,5,30
rtn,rtd,5,5,30
rtst,rlb,3,3,30
rtst,rtz,0,0,30
rtz,rtb,4,4,30
rtz,rtst,0,0,30
rv,sm,6,6,30
rv,tg,7,7,30
rvs,o,8,8,30
rvs,wc,7,7,30
rzepin,bhf,116,116,0
rzepin,pozn,145,145,0
saalf,schwar,63,63,0
saalf,stjoh,50,50,0
sbk,gln,3,3,30
sbk,sn,2,2,30
schll,lkm,2,2,0
schll,lni,1,1,0
schwar,saalf,63,63,0
schwar,stjohp,8,8,0
sd,brn,5,5,30
sd,st,0,0,30
sda,ws,5,5,30
sda,zb,8,8,30
sdm,dtcp,8,8,30
sdm,rtd,4,4,30
sdt,hbzm,1,1,30
sdt,sdtb,3,3,30
sdtb,ddrs,4,4,30
sdtb,sdt,3,3,30
sgl,mes,3,3,30
sgl,vk,3,3,30
sgn,ana,9,9,30
sgn,hwd,14,14,30
shl,asdl,12,12,30
shl,asdz,11,11,30
shl,hfd,5,5,30
sk,ijt,3,3,30
sk,sknd,1,1,30
sknd,mg,11,11,30
sknd,sk,1,1,30
sm,rm,5,5,30
sm,rv,6,6,30
sn,nh,3,3,30
sn,sbk,2,2,30
sog,kmr,2,2,30
sog,vk,3,3,30
sptn,drh,0,0,30
sptn,sptz,2,2,30
sptz,bll,2,2,30
sptz,sptn,2,2,30
srn,ec,5,5,30
srn,std,7,7,30
ssh,ledn,8,8,30
ssh,nvp,11,11,30
st,sd,0,0,30
st,stz,0,0,30
std,gln,4,4,30
std,lut,4,4,30
std,srn,7,7,30
stjoh,kitzb,11,11,0
stjoh,saalf,50,50,0
stjohp,bischo,14,14,0
stjohp,schwar,8,8,0
stm,bdm,7,7,30
stm,lp,4,4,30
stola,stolr,0,0,0
stolb,edf,5,5,0
stolb,eschw,14,14,0
stolb,stolsm,13,13,0
stolmb,stolr,1,1,0
stolmb,stolsm,4,4,0
stolr,stola,0,0,0
stolr,stolmb,1,1,0
stolsm,stolb,13,13,0
stolsm,stolmb,4,4,0
stomm,pulh,4,4,0
stomm,romm,4,4,0
stp,ebbs,16,16,0
stv,kmw,4,4,30
stz,dld,7,7,30
stz,st,0,0,30
swd,bdm,4,4,30
swd,gnn,7,7,30
swd,wsm,5,5,30
swk,mp,14,14,30
swk,wv,13,13,30
tb,ht,22,22,30
tb,ot,8,8,30
tb,tbu,0,0,30
tbg,gdr,1,1,30
tbg,vsv,7,7,30
tbr,gz,6,6,30
tbr,tbu,5,5,30
tbu,tb,0,0,30
tbu,tbr,5,5,30
tg,rv,7,7,30
tg,vl,5,5,30
tgo,geisl,17,17,0
tgo,tp,18,18,0
tl,ktr,12,12,30
tl,tpsw,2,2,30
tp,tgo,18,18,0
tp,ts,19,19,0
tpsw,gdm,10,10,30
tpsw,tl,2,2,30
ts,fffm,156,156,0
ts,karlsr,62,62,0
ts,mannhe,93,93,0
ts,tp,19,19,0
tu,geisl,27,27,0
tu,mgzb,23,23,0
twl,apdo,7,7,30
twl,dv,5,5,30
uhm,rd,3,3,30
uhm,uhz,3,3,30
uhz,uhm,3,3,30
uhz,ust,5,5,30
ust,uhz,5,5,30
ust,wfm,3,3,30
usti,decin,19,19,0
usti,prahol,68,68,0
ut,utlr,3,3,30
ut,uto,3,3,30
ut,utvr,1,1,30
ut,utzl,2,2,30
utg,cas,4,4,30
utg,hk,3,3,30
utg,kma,5,5,30
utln,htn,4,4,30
utln,utvr,3,3,30
utlr,ut,3,3,30
utlr,utt,2,2,30
utm,bhv,9,9,0
uto,bhv,6,6,30
uto,hor,9,9,30
uto,ut,3,3,30
utt,utlr,2,2,30
utt,vtn,2,2,30
utvr,bnk,7,7,30
utvr,ut,1,1,30
utvr,utln,3,3,30
utzl,mas,5,5,30
utzl,ut,2,2,30
valtgv,acdg,483,483,0
valtgv,avtgv,110,110,0
vb,gvc,3,3,30
vb,ypb,4,4,30
vd,rl,10,10,30
vd,zp,12,12,30
vdl,hrlw,2,2,30
vdl,kmr,4,4,30
vdm,zb,8,8,30
vem,kbk,5,5,30
vem,zp,4,4,30
vg,btl,8,8,30
vg,ht,4,4,30
vh,hil,10,10,30
vh,ledn,8,8,30
vhp,da,2,2,30
vhp,mrb,6,6,30
viers,kdul,5,5,0
viers,mcgb,7,7,0
vk,sgl,3,3,30
vk,sog,3,3,30
vl,br,2,2,30
vl,kn,5,5,0
vl,tg,5,5,30
vl,vlgr,2,2,30
vlb,bmr,7,7,30
vlb,vry,7,7,30
vlgr,vl,2,2,30
vndc,rhn,8,8,30
vndc,vndw,0,0,30
vndw,mrn,15,15,30
vndw,vndc,0,0,30
vp,ahpr,3,3,30
vp,rh,4,4,30
vry,br,21,21,30
vry,vlb,7,7,30
vs,vss,0,0,30
vss,mdb,6,6,30
vss,vs,0,0,30
vst,dvnk,2,2,30
vst,gvm,6,6,30
vsv,atn,9,9,30
vsv,tbg,7,7,30
vtn,utt,2,2,30
vtn,wd,9,9,30
vz,aml,6,6,30
vz,da,5,5,30
wad,wadn,0,0,30
wad,wadt,1,1,30
wadn,bsks,2,2,30
wadn,wad,0,0,30
wadt,gd,7,7,30
wadt,wad,1,1,30
warsaw,kutno,123,123,0
wbf,polten,54,54,0
wc,nmd,4,4,30
wc,rvs,7,7,30
wd,bdg,11,11,30
wd,bkl,19,19,30
wd,gdg,13,13,30
wd,vtn,9,9,30
wdn,aml,5,5,30
wdn,nvd,8,8,30
wdn,rsn,8,8,30
wels,linz,24,24,0
wels,pass,62,62,0
wesel,epra,27,27,0
wesel,oberhs,22,22,0
wf,ed,9,9,30
wf,otb,4,4,30
wfm,bf,5,5,30
wfm,ust,3,3,30
wh,ost,7,7,30
wh,zl,14,14,30
wienh,polten,48,48,0
wienh,wienw,6,6,0
wienw,wienh,6,6,0
wk,hnp,4,4,30
wk,ijt,13,13,30
wl,did,6,6,30
wl,dtch,3,3,30
wm,kma,2,2,30
wm,zzs,3,3,30
worgl,hopf,13,13,0
worgl,jenbac,57,57,0
worgl,kufst,28,28,0
wp,ampo,9,9,30
wp,dmn,7,7,30
wp,dmnz,7,7,30
wp,ndb,9,9,30
wr,leer,15,15,0
wr,nsch,10,10,0
wrg,nsch,1,1,30
ws,nsch,12,12,30
ws,sda,5,5,30
wsm,bf,3,3,30
wsm,swd,5,5,30
wt,mz,7,7,30
wt,rm,24,24,30
wtv,ahp,4,4,30
wtv,dvn,4,4,30
wupph,edo,36,36,0
wupph,kkd,38,38,0
wupph,kwba,4,4,0
wupph,wuppv,8,8,0
wuppv,dussel,24,24,0
wuppv,wupph,8,8,0
wurzb,ffs,130,130,0
wurzb,munchh,247,247,0
wurzb,nurnb,92,92,0
wv,hry,10,10,30
wv,swk,13,13,30
ww,atn,12,12,30
ww,www,1,1,30
www,ltv,9,9,30
www,ww,1,1,30
wz,hde,9,9,30
wz,zl,9,9,30
ypb,vb,4,4,30
ypb,ztm,5,5,30
za,est,11,11,30
za,hmn,3,3,30
zb,hgz,8,8,30
zb,sda,8,8,30
zb,vdm,8,8,30
zbm,gdm,9,9,30
zbm,ht,13,13,30
zd,asdl,9,9,30
zd,ass,6,6,30
zd,kz,2,2,30
zd,zdk,3,3,30
zdk,pmw,10,10,30
zdk,zd,3,3,30
zh,gk,7,7,30
zh,gn,12,12,30
zl,dl,12,12,30
zl,hno,12,12,30
zl,kpnz,12,12,30
zl,mp,28,28,30
zl,wh,14,14,30
zl,wz,9,9,30
zl,zlsh,5,5,30
zlsh,kpn,10,10,30
zlsh,zl,5,5,30
zlw,bdpb,10,10,30
zlw,ddzd,15,15,30
zlw,zvb,8,8,30
zp,bmn,7,7,30
zp,dv,16,16,30
zp,lc,17,17,30
zp,vd,12,12,30
zp,vem,4,4,30
ztm,ypb,5,5,30
ztm,ztmo,0,0,30
ztmo,llzm,2,2,30
ztmo,ztm,0,0,30
zue,badenz,21,21,0
zue,landq,103,103,0
zv,did,5,5,30
zv,dvn,5,5,30
zv,el,8,8,0
zv,emg,6,6,0
zvb,odb,8,8,30
zvb,zlw,8,8,30
zvt,ovn,6,6,30
zwd,brd,7,7,30
zwd,ddr,2,2,30
zzs,kz,1,1,30
zzs,wm,3,3,30
